13,446,1
6,230,0
1000,30130,109
16,544,1
14,451,1
1000,30062,111
77,2313,8
38,1219,4
21,695,2
41,1271,4
1000,30248,111
25,774,2
33,1024,3
28,882,3
16,523,1
754,22720,84
1000,30015,110
1000,30204,109
1000,29722,108
37,1167,4
26,797,2
1000,30134,158
15,486,9
8,269,4
16,507,9
11,386,7
915,27591,305
12,408,1
21,685,2
14,463,1
36,1118,4
76,2325,9
39,1185,4
46,1442,5
106,3112,12
19,637,2
10,353,1
1000,30066,114
11,381,1
1000,29857,112
14,471,1
1000,30326,116
1000,29958,115
16,517,1
220,6631,23
13,431,1
1000,29868,107
118,3643,13
26,820,2
152,4626,16
1000,29746,107
10,337,1
1000,30015,110
169,5138,18
1000,29932,107
23,725,2
157,4730,16
1000,29934,107
982,29646,107
215,6475,23
1000,30439,109
1000,29922,107
24,794,2
14,442,1
247,7428,26
111,3288,11
1000,30114,109
13,433,1
14,437,1
316,9547,34
9,303,1
8,293,1
10,348,1
61,1868,6
131,3999,14
1000,30109,108
1000,29971,181
16,512,9
1000,30153,1142
16,559,2
25,824,2
1000,29829,110
27,881,3
1000,30115,109
7,260,0
25,789,2
1000,29952,108
10,333,1
16,541,1
26,825,2
23,738,2
22,726,2
1000,30089,110
1000,30047,108
18,612,2
100,3107,11
19,589,2
33,1024,3
1000,30049,109
96,2957,10
14,476,1
16,516,1
16,527,1
15,475,1
24,803,2
17,588,2
1000,30092,107
11,387,1
369,11165,40
264,8054,29
16,541,1
30,948,3
209,6261,22
16,507,1
1000,29950,175
99,2999,55
14,455,8
15,505,9
49,1476,27
1000,30148,3543
6,226,0
1000,30231,115
19,660,2
12,400,1
16,530,1
150,4573,16
590,17853,66
687,20691,74
17,551,1
42,1295,4
937,28081,101
126,3740,13
109,3285,12
18,616,2
49,1478,5
142,4372,15
197,5997,22
11,393,1
1000,30066,109
31,1001,3
17,571,2
17,567,2
52,1633,5
71,2100,7
14,457,1
41,1291,4
16,534,1
196,5884,21
23,752,2
17,567,2
1000,30083,107
1000,30144,108
90,2778,9
18,570,2
1000,29958,108
13,441,1
1000,30263,178
1000,30085,644
1000,30288,107
21,654,2
12,424,1
12,400,1
14,469,1
1000,29854,112
