0.000000,8385.000000,28.554007
0.000000,1532.000000,5.239249
0.000000,3445.000000,11.619226
0.000000,3384.000000,11.150400
0.000000,8706.000000,29.699013
0.000000,2672.000000,9.107946
0.000000,5589.000000,19.092199
0.000000,1430.000000,4.872121
0.000000,4194.000000,14.415325
0.000000,4484.000000,14.678589
0.000000,3071.000000,9.929868
0.000000,3006.000000,9.660428
0.000000,2996.000000,9.990417
0.000000,1778.000000,6.064142
0.000000,2953.000000,9.952853
0.000000,2637.000000,8.867662
0.000000,1634.000000,5.521667
0.000000,2297.000000,7.838856
0.000000,4237.000000,14.254623
0.000000,5056.000000,17.005761
0.000000,2006.000000,6.785971
0.000000,1517.000000,5.086126
0.000000,1572.000000,5.317679
0.000000,4805.000000,16.201012
0.000000,2354.000000,7.908573
0.000000,1431.000000,4.884439
0.000000,2200.000000,7.394997
0.000000,2978.000000,10.036088
0.000000,1716.000000,5.876226
0.000000,1584.000000,5.347913
0.000000,2157.000000,7.268217
0.000000,3351.000000,11.271086
0.000000,2479.000000,8.304824
0.000000,2121.000000,7.173037
0.000000,5449.000000,18.425496
0.000000,6180.000000,20.980003
0.000000,1668.000000,5.672301
0.000000,5590.000000,18.993664
0.000000,9178.000000,31.436886
0.000000,2317.000000,7.845423
0.000000,2859.000000,9.534049
0.000000,3536.000000,11.888927
0.000000,1678.000000,5.522084
0.000000,9700.000000,30.969528
0.000000,1417.000000,4.502418
0.000000,259.000000,0.824499
0.000000,1667.000000,5.226003
0.000000,1826.000000,5.810610
0.000000,1786.000000,5.697700
0.000000,2985.000000,9.593688
0.000000,1454.000000,4.756054
0.000000,2218.000000,7.248916
0.000000,5294.000000,17.225916
0.000000,2121.000000,6.882285
0.000000,7124.000000,22.936476
0.000000,2304.000000,7.430011
0.000000,1412.000000,4.820043
0.000000,3406.000000,12.201636
0.000000,1889.000000,6.360553
0.000000,4358.000000,14.809710
0.000000,1604.000000,5.423847
0.000000,5741.000000,19.391128
0.000000,2424.000000,8.206914
0.000000,4047.000000,13.689482
0.000000,5437.000000,18.340947
0.000000,1902.000000,6.412068
0.000000,6124.000000,20.687879
0.000000,1700.000000,5.692488
0.000000,3071.000000,11.072285
0.000000,3839.000000,13.355753
0.000000,2250.000000,7.767562
0.000000,3092.000000,10.490171
0.000000,1484.000000,4.991118
0.000000,10000.000000,38.202561
0.000000,5266.000000,18.498528
0.000000,3966.000000,13.801595
0.000000,4213.000000,13.819159
0.000000,1607.000000,5.282070
0.000000,1439.000000,4.786680
0.000000,1904.000000,6.301738
0.000000,5803.000000,20.420407
0.000000,4234.000000,14.547772
0.000000,3262.000000,11.017834
0.000000,10000.000000,33.461182
0.000000,2269.000000,7.626756
0.000000,2384.000000,8.281371
0.000000,8559.000000,28.602725
0.000000,3538.000000,12.160164
0.000000,3027.000000,10.070820
0.000000,2472.000000,8.345660
0.000000,2394.000000,8.111964
0.000000,3150.000000,10.687549
0.000000,5699.000000,19.530706
0.000000,3013.000000,10.624183
0.000000,5572.000000,19.264560
0.000000,9606.000000,32.834507
0.000000,4257.000000,14.906024
0.000000,2548.000000,8.929347
0.000000,1628.000000,5.572835
0.000000,379.000000,1.283436
0.000000,6819.000000,23.344513
0.000000,3762.000000,13.236793
0.000000,1741.000000,6.009334
0.000000,2910.000000,9.898808
0.000000,3096.000000,10.444135
0.000000,2020.000000,7.313986
0.000000,8824.000000,30.730061
0.000000,6788.000000,22.772890
0.000000,2097.000000,7.105339
