0.000000,2570.000000,10.913878,-1.000000
0.000000,10000.000000,42.769521,-0.999971
0.000000,733.000000,3.122543,-1.000000
0.000000,6649.000000,27.961377,-1.000000
0.000000,10000.000000,42.166277,-0.999998
0.000000,8761.000000,37.257900,-1.000000
0.000000,3657.000000,15.555015,-1.000000
0.000000,2029.000000,8.625024,-1.000000
0.000000,981.000000,4.177773,-1.000000
0.000000,4973.000000,21.227264,-1.000000
0.000000,10000.000000,42.424444,-0.999953
0.000000,10000.000000,42.696326,-0.999950
0.000000,1495.000000,6.319295,-1.000000
0.000000,10000.000000,42.771164,-0.999991
0.000000,3148.000000,13.317330,-1.000000
0.000000,8653.000000,36.570889,-0.999998
0.000000,1017.000000,4.324800,-1.000000
0.000000,10000.000000,42.266015,-0.999986
0.000000,10000.000000,42.220273,-0.999964
0.000000,1545.000000,6.515336,-1.000000
0.000000,10000.000000,42.388013,-0.999991
0.000000,1218.000000,5.125511,-1.000000
0.000000,1150.000000,4.855191,-1.000000
0.000000,4204.000000,17.740302,-0.999999
0.000000,696.000000,2.965600,-1.000000
0.000000,10000.000000,42.883125,-0.999954
0.000000,10000.000000,42.548621,-0.999993
0.000000,10000.000000,42.381839,-0.999987
0.000000,10000.000000,42.539509,-0.999999
0.000000,1249.000000,5.279566,-0.999998
0.000000,10000.000000,42.333635,-0.999998
0.000000,4721.000000,19.980380,-0.999999
0.000000,10000.000000,42.276296,-0.999997
0.000000,10000.000000,43.416428,-0.999999
0.000000,10000.000000,43.388313,-0.999990
0.000000,4460.000000,19.115748,-1.000000
0.000000,3189.000000,13.722993,-1.000000
0.000000,867.000000,3.750469,-1.000000
0.000000,2107.000000,9.154170,-1.000000
0.000000,5437.000000,23.814603,-0.999999
0.000000,9630.000000,41.441928,-0.999999
0.000000,10000.000000,42.761693,-0.999990
0.000000,1755.000000,7.527310,-1.000000
0.000000,1734.000000,7.299192,-1.000000
0.000000,10000.000000,42.817442,-0.999974
0.000000,3491.000000,15.068900,-1.000000
0.000000,2268.000000,9.698380,-1.000000
0.000000,10000.000000,43.225284,-0.999983
0.000000,5327.000000,23.186949,-1.000000
0.000000,8645.000000,37.489931,-0.999999
0.000000,834.000000,3.559338,-1.000000
0.000000,5569.000000,23.776825,-0.999999
0.000000,2535.000000,10.868477,-1.000000
0.000000,5218.000000,22.431478,-1.000000
0.000000,1561.000000,6.611216,-1.000000
0.000000,1748.000000,7.403367,-1.000000
0.000000,6686.000000,28.908006,-0.999999
0.000000,6461.000000,27.571220,-1.000000
0.000000,826.000000,3.536572,-1.000000
0.000000,3647.000000,15.625499,-1.000000
0.000000,10000.000000,42.993601,-0.999990
0.000000,10000.000000,43.063971,-0.999997
0.000000,10000.000000,42.781415,-0.999998
0.000000,4122.000000,17.833246,-1.000000
0.000000,1142.000000,4.919520,-1.000000
0.000000,10000.000000,43.592602,-0.999975
0.000000,4406.000000,18.773952,-1.000000
0.000000,1372.000000,5.839949,-1.000000
0.000000,10000.000000,42.675979,-0.999989
0.000000,3998.000000,17.046728,-1.000000
0.000000,10000.000000,43.381369,-0.999972
0.000000,10000.000000,43.322458,-0.999975
0.000000,10000.000000,42.961064,-0.999999
0.000000,1155.000000,4.956133,-1.000000
0.000000,10000.000000,42.752757,-0.999996
