142.000000,611.000000,2.631283,-0.997850
329.000000,1398.000000,5.958109,-0.983766
49.000000,207.000000,0.885515,-0.983726
94.000000,404.000000,1.711580,-0.962083
10.000000,50.000000,0.215391,-0.687472
24.000000,115.000000,0.495084,-0.711713
27.000000,122.000000,0.519686,-0.849217
120.000000,505.000000,2.166915,-0.985240
42.000000,181.000000,0.841038,-0.933871
96.000000,408.000000,1.745720,-0.981713
210.000000,902.000000,3.880134,-0.983767
162.000000,705.000000,2.996035,-0.986406
124.000000,531.000000,2.253749,-0.996725
191.000000,824.000000,3.483753,-0.988877
55.000000,241.000000,1.024544,-0.993339
92.000000,414.000000,1.759018,-0.978979
129.000000,561.000000,2.383476,-0.995631
57.000000,254.000000,1.075978,-0.992768
6.000000,25.000000,0.107823,-0.750633
100.000000,435.000000,1.987433,-0.991830
57.000000,256.000000,1.267809,-0.981330
75.000000,333.000000,1.417502,-0.977732
2.000000,15.000000,0.065522,-0.281650
133.000000,575.000000,2.432302,-0.993234
91.000000,405.000000,1.714435,-0.986402
77.000000,328.000000,1.414371,-0.980075
85.000000,372.000000,1.616303,-0.975322
90.000000,400.000000,1.730509,-0.980057
33.000000,149.000000,0.634558,-0.862102
76.000000,328.000000,1.399976,-0.994611
123.000000,538.000000,2.310996,-0.994253
26.000000,125.000000,0.532292,-0.830061
75.000000,339.000000,1.439884,-0.960450
42.000000,194.000000,0.826849,-0.971271
85.000000,367.000000,1.561203,-0.973863
76.000000,331.000000,1.423216,-0.979835
94.000000,409.000000,1.779681,-0.961416
35.000000,156.000000,0.673906,-0.916899
119.000000,514.000000,2.207480,-0.993247
169.000000,737.000000,3.116385,-0.994851
159.000000,691.000000,2.923956,-0.978832
149.000000,623.000000,2.645390,-0.991920
233.000000,1002.000000,4.233238,-0.985652
17.000000,74.000000,0.315992,-0.554556
181.000000,783.000000,3.361980,-0.989614
203.000000,885.000000,3.754093,-0.987110
38.000000,167.000000,0.702958,-0.883394
27.000000,116.000000,0.490930,-0.924501
46.000000,189.000000,0.795293,-0.907944
189.000000,798.000000,3.389889,-0.995275
101.000000,437.000000,1.847251,-0.992633
110.000000,489.000000,2.078923,-0.984802
74.000000,318.000000,1.350238,-0.938511
55.000000,246.000000,1.041295,-0.915632
30.000000,130.000000,0.547111,-0.944372
66.000000,293.000000,1.255117,-0.935740
122.000000,534.000000,2.249161,-0.989584
38.000000,173.000000,0.729278,-0.968168
191.000000,818.000000,3.443767,-0.991056
194.000000,840.000000,3.577057,-0.991617
163.000000,714.000000,3.024107,-0.979897
83.000000,366.000000,1.549096,-0.897585
22.000000,99.000000,0.476775,-0.840707
72.000000,318.000000,1.342986,-0.974149
56.000000,244.000000,1.026286,-0.949436
21.000000,87.000000,0.369613,-0.682074
67.000000,286.000000,1.216437,-0.870925
83.000000,364.000000,1.545393,-0.986576
86.000000,374.000000,1.591738,-0.983829
290.000000,1267.000000,5.404530,-0.994037
95.000000,405.000000,1.735141,-0.990429
103.000000,450.000000,1.905263,-0.993739
41.000000,178.000000,0.759957,-0.685034
117.000000,504.000000,2.144603,-0.989526
46.000000,197.000000,0.834170,-0.911234
40.000000,175.000000,0.743261,-0.960868
62.000000,272.000000,1.155823,-0.989492
474.000000,2024.000000,8.600102,-0.994209
84.000000,365.000000,1.559680,-0.989672
125.000000,538.000000,2.281777,-0.996908
117.000000,505.000000,2.137969,-0.997675
82.000000,348.000000,1.475976,-0.996006
130.000000,568.000000,2.587536,-0.966471
45.000000,206.000000,0.959334,-0.879024
65.000000,287.000000,1.417234,-0.958281
87.000000,378.000000,1.938936,-0.998084
136.000000,574.000000,2.891980,-0.970285
197.000000,841.000000,4.257591,-0.981570
178.000000,786.000000,4.002229,-0.994926
130.000000,557.000000,2.779244,-0.984428
74.000000,310.000000,1.616265,-0.996279
211.000000,896.000000,4.602187,-0.953566
171.000000,749.000000,3.819476,-0.997950
323.000000,1365.000000,6.963118,-0.984345
100.000000,426.000000,2.135769,-0.988185
49.000000,215.000000,1.045334,-0.938971
69.000000,296.000000,1.419429,-0.942443
110.000000,481.000000,2.230982,-0.990334
22.000000,91.000000,0.391646,-0.826540
70.000000,313.000000,1.312344,-0.998028
26.000000,115.000000,0.488727,-0.780447
36.000000,159.000000,0.670813,-0.878486
121.000000,518.000000,2.198324,-0.998033
15.000000,66.000000,0.280189,-0.751588
39.000000,172.000000,0.718697,-0.822294
44.000000,197.000000,0.828454,-0.672954
126.000000,522.000000,2.209976,-0.992069
113.000000,496.000000,2.101894,-0.988496
